2,-1.6,7.4
2,0.3,7.2
2,0.7,9.9
2,-1.7,7.5
2,0.5,7.4
2,0.9,9.7
2,-1.8,7.6
0,10.5,-0.1
-------------------------------------------
2,-1.6,7.4
2,0.3,7.2
2,0.7,9.9
2,-1.7,7.5
2,0.5,7.4
2,0.9,9.7
2,-1.8,7.6
0,10.5,-0.1
6,-1.6,7.4
6,0.3,7.2
6,0.7,9.9
6,-1.7,7.5
6,0.5,7.4
6,0.9,9.7
6,-1.8,7.6
0,10.5,-0.1
-------------------------------------------
0,9.5,1.5
2,8.7,2.4
0,9.3,1.9
2,8.6,2.6
-------------------------------------------
0,9.5,1.5
2,8.7,2.4
0,9.3,1.9
2,8.6,2.6
4,0.7,9.9
4,0.9,9.7
6,9.5,1.5
6,8.7,2.4
6,9.3,1.9
6,8.6,2.6
-------------------------------------------
0,9.5,1.5
2,8.7,2.4
0,9.3,1.9
2,8.6,2.6
4,0.7,9.9
4,0.9,9.7
6,9.5,1.5
6,8.7,2.4
6,9.3,1.9
6,8.6,2.6
4,0.7,9.9
4,0.9,9.7
8,9.5,1.5
6,8.7,2.4
6,9.3,1.9
6,8.6,2.6
-------------------------------------------
2,0.3,7.2
2,0.5,7.4
2,0.9,9.7
0,11.1,-1.5
0,10.8,-0.6
0,9.5,1.5
0,11.2,-1.2
0,10.5,-0.1
-------------------------------------------
2,0.3,7.2
2,0.5,7.4
2,0.9,9.7
0,11.1,-1.5
0,10.8,-0.6
0,9.5,1.5
0,11.2,-1.2
0,10.5,-0.1
6,0.3,7.2
6,0.7,9.9
6,0.5,7.4
6,0.9,9.7
0,11.1,-1.5
0,10.8,-0.6
0,11.2,-1.2
4,10.5,-0.1
-------------------------------------------
2,0.3,7.2
2,0.7,9.9
2,0.5,7.4
2,0.9,9.7
0,8.7,2.4
0,8.6,2.6
-------------------------------------------
2,0.3,7.2
2,0.7,9.9
2,0.5,7.4
2,0.9,9.7
0,8.7,2.4
0,8.6,2.6
2,0.3,7.2
6,0.7,9.9
2,0.5,7.4
6,0.9,9.7
4,8.7,2.4
4,9.3,1.9
4,8.6,2.6
-------------------------------------------
