3,11.1,-1.5
3,10.8,-0.6
1,9.5,1.5
1,8.7,2.4
3,11.2,-1.2
1,9.3,1.9
1,8.6,2.6
-------------------------------------------
3,11.1,-1.5
3,10.8,-0.6
1,9.5,1.5
1,8.7,2.4
3,11.2,-1.2
1,9.3,1.9
1,8.6,2.6
7,11.1,-1.5
7,10.8,-0.6
1,9.5,1.5
5,8.7,2.4
7,11.2,-1.2
1,9.3,1.9
5,8.6,2.6
-------------------------------------------
1,-1.6,7.4
1,0.3,7.2
1,0.7,9.9
1,-1.7,7.5
1,0.5,7.4
1,0.9,9.7
1,-1.8,7.6
3,11.1,-1.5
3,10.8,-0.6
3,11.2,-1.2
3,10.5,-0.1
-------------------------------------------
1,-1.6,7.4
1,0.3,7.2
1,0.7,9.9
1,-1.7,7.5
1,0.5,7.4
1,0.9,9.7
1,-1.8,7.6
3,11.1,-1.5
3,10.8,-0.6
3,11.2,-1.2
3,10.5,-0.1
7,-1.6,7.4
1,0.3,7.2
7,-1.7,7.5
1,0.5,7.4
7,-1.8,7.6
3,11.1,-1.5
3,10.8,-0.6
3,11.2,-1.2
3,10.5,-0.1
-------------------------------------------
1,-1.6,7.4
1,0.3,7.2
1,0.7,9.9
1,-1.7,7.5
1,0.5,7.4
1,0.9,9.7
1,-1.8,7.6
3,11.1,-1.5
3,10.8,-0.6
3,11.2,-1.2
3,10.5,-0.1
7,-1.6,7.4
1,0.3,7.2
7,-1.7,7.5
1,0.5,7.4
7,-1.8,7.6
3,11.1,-1.5
3,10.8,-0.6
3,11.2,-1.2
3,10.5,-0.1
7,-1.6,7.4
1,0.3,7.2
7,-1.7,7.5
1,0.5,7.4
7,-1.8,7.6
11,11.1,-1.5
11,10.8,-0.6
11,11.2,-1.2
3,10.5,-0.1
-------------------------------------------
3,-1.6,7.4
3,0.7,9.9
3,-1.7,7.5
3,-1.8,7.6
1,8.7,2.4
1,9.3,1.9
1,8.6,2.6
-------------------------------------------
3,-1.6,7.4
3,0.7,9.9
3,-1.7,7.5
3,-1.8,7.6
1,8.7,2.4
1,9.3,1.9
1,8.6,2.6
3,-1.6,7.4
3,-1.7,7.5
3,-1.8,7.6
5,9.5,1.5
5,8.7,2.4
5,9.3,1.9
5,8.6,2.6
-------------------------------------------
3,-1.6,7.4
3,-1.7,7.5
3,-1.8,7.6
1,11.1,-1.5
1,10.8,-0.6
1,9.5,1.5
1,11.2,-1.2
1,10.5,-0.1
1,9.3,1.9
-------------------------------------------
3,-1.6,7.4
3,-1.7,7.5
3,-1.8,7.6
1,11.1,-1.5
1,10.8,-0.6
1,9.5,1.5
1,11.2,-1.2
1,10.5,-0.1
1,9.3,1.9
7,-1.6,7.4
7,-1.7,7.5
7,-1.8,7.6
5,11.1,-1.5
5,10.8,-0.6
1,9.5,1.5
5,11.2,-1.2
5,10.5,-0.1
-------------------------------------------
3,-1.6,7.4
3,0.3,7.2
3,-1.7,7.5
3,0.5,7.4
3,-1.8,7.6
1,11.1,-1.5
1,10.8,-0.6
1,9.5,1.5
1,8.7,2.4
1,11.2,-1.2
1,10.5,-0.1
1,9.3,1.9
1,8.6,2.6
-------------------------------------------
3,-1.6,7.4
3,0.3,7.2
3,-1.7,7.5
3,0.5,7.4
3,-1.8,7.6
1,11.1,-1.5
1,10.8,-0.6
1,9.5,1.5
1,8.7,2.4
1,11.2,-1.2
1,10.5,-0.1
1,9.3,1.9
1,8.6,2.6
7,-1.6,7.4
3,0.3,7.2
7,-1.7,7.5
3,0.5,7.4
7,-1.8,7.6
5,11.1,-1.5
5,10.8,-0.6
5,9.5,1.5
1,8.7,2.4
5,11.2,-1.2
5,10.5,-0.1
5,9.3,1.9
1,8.6,2.6
-------------------------------------------
1,11.1,-1.5
1,10.8,-0.6
3,9.5,1.5
3,8.7,2.4
1,11.2,-1.2
1,10.5,-0.1
3,9.3,1.9
3,8.6,2.6
-------------------------------------------
5,11.1,-1.5
1,10.8,-0.6
3,9.5,1.5
7,8.7,2.4
5,11.2,-1.2
1,10.5,-0.1
7,9.3,1.9
7,8.6,2.6
-------------------------------------------
1,0.7,9.9
1,0.9,9.7
-------------------------------------------
1,0.7,9.9
1,0.9,9.7
3,8.7,2.4
3,8.6,2.6
-------------------------------------------
3,-1.6,7.4
3,0.3,7.2
3,0.7,9.9
3,-1.7,7.5
3,0.5,7.4
3,0.9,9.7
3,-1.8,7.6
1,11.1,-1.5
1,10.8,-0.6
1,9.5,1.5
1,11.2,-1.2
1,10.5,-0.1
-------------------------------------------
3,-1.6,7.4
3,0.3,7.2
3,0.7,9.9
3,-1.7,7.5
3,0.5,7.4
3,0.9,9.7
3,-1.8,7.6
1,11.1,-1.5
1,10.8,-0.6
1,11.2,-1.2
1,10.5,-0.1
-------------------------------------------
3,-1.6,7.4
3,0.3,7.2
3,-1.7,7.5
3,0.5,7.4
3,-1.8,7.6
1,11.1,-1.5
1,10.8,-0.6
1,9.5,1.5
1,8.7,2.4
1,11.2,-1.2
1,10.5,-0.1
1,9.3,1.9
1,8.6,2.6
-------------------------------------------
3,-1.6,7.4
3,0.3,7.2
3,-1.7,7.5
3,0.5,7.4
3,-1.8,7.6
1,11.1,-1.5
1,10.8,-0.6
1,9.5,1.5
1,8.7,2.4
1,11.2,-1.2
1,10.5,-0.1
1,9.3,1.9
1,8.6,2.6
-------------------------------------------
1,0.7,9.9
1,0.9,9.7
3,11.1,-1.5
3,10.8,-0.6
3,11.2,-1.2
3,10.5,-0.1
-------------------------------------------
1,-1.6,7.4
1,0.3,7.2
1,0.7,9.9
1,-1.7,7.5
1,0.5,7.4
1,0.9,9.7
1,-1.8,7.6
3,11.1,-1.5
3,10.8,-0.6
3,11.2,-1.2
3,10.5,-0.1
-------------------------------------------
1,-1.6,7.4
1,0.3,7.2
1,0.7,9.9
1,-1.7,7.5
1,0.5,7.4
1,0.9,9.7
1,-1.8,7.6
3,11.1,-1.5
3,10.8,-0.6
3,11.2,-1.2
3,10.5,-0.1
-------------------------------------------
1,-1.6,7.4
1,0.3,7.2
1,-1.7,7.5
1,0.5,7.4
1,-1.8,7.6
3,11.1,-1.5
3,10.8,-0.6
3,11.2,-1.2
3,10.5,-0.1
-------------------------------------------
1,-1.6,7.4
1,0.3,7.2
1,-1.7,7.5
1,0.5,7.4
1,-1.8,7.6
3,11.1,-1.5
3,10.8,-0.6
3,11.2,-1.2
3,10.5,-0.1
-------------------------------------------
5,0.3,7.2
5,0.7,9.9
5,0.5,7.4
5,0.9,9.7
1,9.5,1.5
1,8.7,2.4
1,9.3,1.9
1,8.6,2.6
-------------------------------------------
3,0.3,7.2
5,0.7,9.9
3,0.5,7.4
5,0.9,9.7
1,9.5,1.5
1,8.7,2.4
1,9.3,1.9
1,8.6,2.6
-------------------------------------------
1,11.1,-1.5
1,10.8,-0.6
3,9.5,1.5
1,11.2,-1.2
1,10.5,-0.1
3,9.3,1.9
-------------------------------------------
1,11.1,-1.5
1,10.8,-0.6
3,9.5,1.5
1,11.2,-1.2
1,10.5,-0.1
3,9.3,1.9
-------------------------------------------
3,0.7,9.9
3,0.9,9.7
5,9.5,1.5
1,8.7,2.4
1,9.3,1.9
1,8.6,2.6
-------------------------------------------
3,0.7,9.9
3,0.9,9.7
5,9.5,1.5
1,8.7,2.4
5,9.3,1.9
1,8.6,2.6
-------------------------------------------
1,11.1,-1.5
1,10.8,-0.6
3,9.5,1.5
3,8.7,2.4
1,11.2,-1.2
1,10.5,-0.1
3,9.3,1.9
3,8.6,2.6
-------------------------------------------
1,11.1,-1.5
1,10.8,-0.6
3,9.5,1.5
3,8.7,2.4
