1,9.1,3.1
3,8.9,0.2
3,11.5,-1.9
1,9.8,1.2
1,8.5,2.7
3,10.3,-0.3
1,9.7,0.8
-------------------------------------------
1,9.1,3.1
3,8.9,0.2
3,11.5,-1.9
1,9.8,1.2
1,8.5,2.7
3,10.3,-0.3
1,9.7,0.8
5,9.1,3.1
7,11.5,-1.9
1,9.8,1.2
5,8.5,2.7
3,10.3,-0.3
-------------------------------------------
1,0.4,7.2
1,0.8,9.8
1,-1.5,7.3
3,11.5,-1.9
3,10.3,-0.3
1,0.0,7.1
1,0.9,9.6
-------------------------------------------
1,0.4,7.2
1,0.8,9.8
1,-1.5,7.3
3,11.5,-1.9
3,10.3,-0.3
1,0.0,7.1
1,0.9,9.6
1,0.4,7.2
7,-1.5,7.3
3,11.5,-1.9
3,10.3,-0.3
1,0.0,7.1
-------------------------------------------
1,0.4,7.2
1,0.8,9.8
1,-1.5,7.3
3,11.5,-1.9
3,10.3,-0.3
1,0.0,7.1
1,0.9,9.6
1,0.4,7.2
7,-1.5,7.3
3,11.5,-1.9
3,10.3,-0.3
1,0.0,7.1
1,0.4,7.2
7,-1.5,7.3
11,11.5,-1.9
3,10.3,-0.3
1,0.0,7.1
-------------------------------------------
3,0.8,9.8
1,8.1,3.4
1,7.3,2.3
1,9.1,3.1
1,8.5,2.7
1,8.3,2.9
-------------------------------------------
3,0.8,9.8
1,8.1,3.4
1,7.3,2.3
1,9.1,3.1
1,8.5,2.7
1,8.3,2.9
5,8.1,3.4
1,7.3,2.3
5,9.1,3.1
5,8.5,2.7
5,8.3,2.9
-------------------------------------------
3,-1.5,7.3
1,8.9,0.2
1,11.5,-1.9
1,10.2,0.5
1,9.8,1.2
1,10.3,-0.3
1,9.7,0.8
3,0.0,7.1
-------------------------------------------
3,-1.5,7.3
1,8.9,0.2
1,11.5,-1.9
1,10.2,0.5
1,9.8,1.2
1,10.3,-0.3
1,9.7,0.8
3,0.0,7.1
7,-1.5,7.3
1,8.9,0.2
5,11.5,-1.9
5,10.2,0.5
5,9.8,1.2
5,10.3,-0.3
5,9.7,0.8
3,0.0,7.1
-------------------------------------------
3,0.4,7.2
3,-1.5,7.3
1,8.1,3.4
1,7.3,2.3
1,8.9,0.2
1,11.5,-1.9
1,10.2,0.5
1,9.8,1.2
1,8.5,2.7
1,10.3,-0.3
1,9.7,0.8
1,8.3,2.9
3,0.0,7.1
-------------------------------------------
3,0.4,7.2
3,-1.5,7.3
1,8.1,3.4
1,7.3,2.3
1,8.9,0.2
1,11.5,-1.9
1,10.2,0.5
1,9.8,1.2
1,8.5,2.7
1,10.3,-0.3
1,9.7,0.8
1,8.3,2.9
3,0.0,7.1
3,0.4,7.2
7,-1.5,7.3
1,8.1,3.4
1,7.3,2.3
5,8.9,0.2
5,11.5,-1.9
5,10.2,0.5
5,9.8,1.2
1,8.5,2.7
5,10.3,-0.3
5,9.7,0.8
1,8.3,2.9
3,0.0,7.1
-------------------------------------------
3,8.1,3.4
3,7.3,2.3
3,9.1,3.1
3,8.9,0.2
1,11.5,-1.9
3,10.2,0.5
3,9.8,1.2
3,8.5,2.7
1,10.3,-0.3
3,9.7,0.8
3,8.3,2.9
-------------------------------------------
7,8.1,3.4
7,7.3,2.3
7,9.1,3.1
3,8.9,0.2
5,11.5,-1.9
3,10.2,0.5
3,9.8,1.2
7,8.5,2.7
1,10.3,-0.3
3,9.7,0.8
7,8.3,2.9
-------------------------------------------
1,0.8,9.8
3,8.1,3.4
3,7.3,2.3
3,8.5,2.7
3,8.3,2.9
1,0.9,9.6
-------------------------------------------
1,0.8,9.8
3,8.1,3.4
3,7.3,2.3
3,9.1,3.1
3,8.5,2.7
3,8.3,2.9
1,0.9,9.6
-------------------------------------------
3,0.4,7.2
3,0.8,9.8
3,-1.5,7.3
1,8.9,0.2
1,11.5,-1.9
1,10.2,0.5
1,9.8,1.2
1,10.3,-0.3
1,9.7,0.8
3,0.0,7.1
3,0.9,9.6
-------------------------------------------
3,0.4,7.2
3,0.8,9.8
3,-1.5,7.3
1,8.9,0.2
1,11.5,-1.9
1,10.2,0.5
1,9.8,1.2
1,10.3,-0.3
1,9.7,0.8
3,0.0,7.1
3,0.9,9.6
-------------------------------------------
3,0.4,7.2
3,-1.5,7.3
1,8.1,3.4
1,7.3,2.3
1,9.1,3.1
1,8.9,0.2
1,11.5,-1.9
1,10.2,0.5
1,9.8,1.2
1,8.5,2.7
1,10.3,-0.3
1,9.7,0.8
1,8.3,2.9
3,0.0,7.1
-------------------------------------------
3,0.4,7.2
3,-1.5,7.3
1,8.1,3.4
1,7.3,2.3
1,9.1,3.1
1,8.9,0.2
1,11.5,-1.9
1,10.2,0.5
1,9.8,1.2
1,8.5,2.7
1,10.3,-0.3
1,9.7,0.8
1,8.3,2.9
3,0.0,7.1
-------------------------------------------
1,0.8,9.8
3,11.5,-1.9
3,10.3,-0.3
1,0.9,9.6
-------------------------------------------
1,0.4,7.2
1,0.8,9.8
1,-1.5,7.3
3,11.5,-1.9
3,10.3,-0.3
1,0.0,7.1
1,0.9,9.6
-------------------------------------------
1,0.4,7.2
1,0.8,9.8
1,-1.5,7.3
3,11.5,-1.9
3,10.3,-0.3
1,0.0,7.1
1,0.9,9.6
-------------------------------------------
1,0.4,7.2
1,-1.5,7.3
3,8.9,0.2
3,11.5,-1.9
3,10.2,0.5
3,9.8,1.2
3,10.3,-0.3
3,9.7,0.8
1,0.0,7.1
-------------------------------------------
1,0.4,7.2
1,-1.5,7.3
3,8.9,0.2
3,11.5,-1.9
3,10.2,0.5
3,9.8,1.2
3,10.3,-0.3
3,9.7,0.8
1,0.0,7.1
-------------------------------------------
5,0.4,7.2
5,0.8,9.8
1,9.1,3.1
1,9.8,1.2
1,8.5,2.7
3,0.0,7.1
5,0.9,9.6
-------------------------------------------
3,0.4,7.2
5,0.8,9.8
1,9.1,3.1
1,9.8,1.2
3,0.0,7.1
5,0.9,9.6
-------------------------------------------
5,8.1,3.4
3,8.9,0.2
1,11.5,-1.9
3,10.2,0.5
3,9.8,1.2
1,10.3,-0.3
3,9.7,0.8
-------------------------------------------
5,8.1,3.4
3,8.9,0.2
1,11.5,-1.9
3,10.2,0.5
3,9.8,1.2
1,10.3,-0.3
3,9.7,0.8
-------------------------------------------
3,0.8,9.8
1,8.1,3.4
1,7.3,2.3
5,8.9,0.2
5,9.8,1.2
1,8.5,2.7
5,9.7,0.8
1,8.3,2.9
3,0.9,9.6
-------------------------------------------
3,0.8,9.8
1,8.1,3.4
1,7.3,2.3
5,8.9,0.2
5,10.2,0.5
5,9.8,1.2
1,8.5,2.7
5,9.7,0.8
1,8.3,2.9
3,0.9,9.6
-------------------------------------------
5,8.1,3.4
3,7.3,2.3
5,9.1,3.1
3,8.9,0.2
1,11.5,-1.9
3,10.2,0.5
3,9.8,1.2
3,8.5,2.7
1,10.3,-0.3
3,9.7,0.8
3,8.3,2.9
-------------------------------------------
5,8.1,3.4
5,7.3,2.3
5,9.1,3.1
3,8.9,0.2
1,11.5,-1.9
1,10.2,0.5
3,9.8,1.2
5,8.5,2.7
1,10.3,-0.3
3,9.7,0.8
5,8.3,2.9
-------------------------------------------
